id,start_date,lat,lon,l3,surface_total,surface_covered,price,title,property_type,operation_type
vDbndduMcm2gY2qWZq9J5w==,2019-03-10,-34.5666371,-58.4644468,Belgrano,112.0,108.0,27000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
u2pk4UKQBb6ThQfjK6SanQ==,2019-03-10,-34.5879149,-58.4041397,Barrio Norte,100.0,90.0,33000.0,"Hermoso 4 amb c/dep, espacio guarda coche y baulera!!",Departamento,Alquiler
BxiWs0T5wFmWt2nFQdBR2Q==,2019-03-10,-34.57036,-58.48516,Villa Urquiza,86.0,86.0,25000.0,Increible 4 ambientes en duplex c/jacuzzi,Departamento,Alquiler
kN1nyWG3MXSsNR0zJXwyIw==,2019-03-10,-34.60273,-58.41435,Almagro,125.0,98.0,26000.0,Departamento de 5 ambientes en Alquiler en Almagro,Departamento,Alquiler
kET9aCVi1ev4SMlbzIzvPw==,2019-01-22,,,Almagro,126.0,126.0,26000.0,Oficina de 1 ambiente en Alquiler en Almagro,Oficina,Alquiler
E32i3L6uOpAvQg5voy7WoQ==,2019-01-22,-34.5595153,-58.4455045,Belgrano,65.0,65.0,53000.0,Oficina AAA. 65 M2   cochera. Gran imagen corporativa! Venta o alquiler.,Oficina,Alquiler
bKV6bgVEMCbhx3yGdUi0Vg==,2019-01-22,-34.59193,-58.40712,Recoleta,60.0,60.0,28000.0,Oficina de 1 ambiente en Alquiler en Recoleta,Oficina,Alquiler
YzqyOhe0VDNjW280OPVmNA==,2019-01-22,-34.5832760118,-58.4115649061,Barrio Norte,36.0,30.0,15000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
guNT/xC9sWRl5Fv0qSxOLg==,2019-01-22,,,Palermo,50.0,50.0,20000.0,Niceto Vega y Carranza: local  7.50m de frente a estrenar apto supermercado o comidas sin elaboración,Local comercial,Alquiler
zKX6QuYXNkW8QYYDA2PFVg==,2019-01-22,-34.5638215,-58.4618808,Belgrano,70.0,70.0,55000.0,Local - Belgrano,Local comercial,Alquiler
VIQk5UNiQRqm1pqmvT4ZvQ==,2019-01-22,-34.590193,-58.408846,Recoleta,55.0,55.0,60000.0,Av Santa Fe  PB y EP en esquina!!,Local comercial,Alquiler
lMDo+CRu56sdVlsCIBmPew==,2019-01-22,-34.60701752,-58.45018005,Caballito,128.0,128.0,30000.0,Nicolas Repetto  1300 - $ 30.000 - Local Alquiler,Local comercial,Alquiler
sj/Io8B8vqodXWFZvA3DaA==,2019-01-22,-34.6006646,-58.4460414,Villa Crespo,84.0,84.0,25000.0,Local de 1 ambiente en Alquiler en Villa crespo,Local comercial,Alquiler
N4kxL5MAtPc8GFlWeWjFYQ==,2019-01-22,-34.5952528,-58.4394602,Villa Crespo,98.0,98.0,35000.0,Local de 1 ambiente en Alquiler en Villa crespo,Local comercial,Alquiler
NDo18uJJ1AlNa78Te3ANAA==,2019-01-22,-34.554474,-58.463993,Nuñez,40.0,38.0,12500.0,Alquiler Departamento en Nuñez Capital Federal AV CABILDO  3000,Departamento,Alquiler
Xh2XibQLu/jnx0OwWLjcSg==,2019-01-22,-34.5981735,-58.4147872,Almagro,42.0,27.0,9500.0,Departamento de 1 ambiente en Alquiler en Almagro,Departamento,Alquiler
ZExS+wOJF7JPQV0dMhsUyQ==,2019-01-22,-34.5785969,-58.4378945,Palermo,30.0,28.0,13000.0,Monoambiente amoblado luminoso,Departamento,Alquiler
f/J7wiQOSlIP7dNx8boNMQ==,2019-01-22,-34.5826622,-58.4422936,Palermo,44.0,40.0,14000.0,Hermoso ambiente divisible en alquiler en el barrio de Palermo!!,Departamento,Alquiler
nePOK1KLN8qoj2zTQWI6Hg==,2019-01-22,-34.5845759,-58.4199603,Palermo,45.0,45.0,17500.0,"Palermo, Amplio monoambiente dividido, cocina y baño completo",Departamento,Alquiler
geVzxqvevXp9QmAkjMWmHw==,2019-01-22,-34.5548918,-58.4396041,Belgrano,43.0,40.0,13500.0,alquiler 1 ambiente amplio al frente en Belgrano,Departamento,Alquiler
kDdmuy7k/R8jcKfPnsrJ/Q==,2019-01-22,-34.5554326,-58.4583837,Belgrano,44.0,41.0,17500.0,"Departamento alquiler, monoambiente 41, Belgrano",Departamento,Alquiler
Xu/j48rjnxxD0j/XvmyqPA==,2019-01-22,,,Belgrano,41.0,38.0,10000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
2yvNz0UjMfDxrQC39uVPMg==,2019-01-22,-34.5646144,-58.4565548,Belgrano,34.0,34.0,13000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
k0zSbxnJjUPgsto9Yfb1lA==,2019-01-22,-34.5981379,-58.4325106,Villa Crespo,41.0,38.0,11800.0,"alquiler monoambiente divisible con balcón, pileta, amenities villa crespo",Departamento,Alquiler
6IPol8mv7R67Gr8q6t5IHw==,2019-01-22,-34.5986417,-58.376202,Recoleta,60.0,60.0,15500.0,OFICINA EN ALQUILER,Oficina,Alquiler
8Pi24ECHUYydkDNMr0McnA==,2019-01-22,-34.623001,-58.435699,Flores,42.0,39.0,11500.0,"Alquiler Departamento en Flores Capital Federal ALBERDI, J.B AV., 567",Departamento,Alquiler
c35fSBrv3X8rwWdOU5vcnA==,2019-01-22,-34.5505629,-58.4662677,Nuñez,50.0,42.0,14900.0,Depto piso 10 apto profesional sobre Av. Cabildo 3400,Departamento,Alquiler
Ac8e12xTcRsGrvcXIErvpw==,2019-01-22,-34.60516,-58.41892,Almagro,42.0,42.0,14000.0,Departamento de 2 ambientes en Alquiler en Almagro,Departamento,Alquiler
mnNrKDkG15nXpUBfHUPleA==,2019-01-22,-34.5924054,-58.4166949,Palermo,45.0,42.0,22000.0,Departamento - Palermo,Departamento,Alquiler
gyvvWa8NrpHt37eiA5tfFA==,2019-01-22,-34.605287,-58.4183903,Palermo,45.0,42.0,12000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
gpvKTQiBcS/U7CDqLPy3IQ==,2019-01-22,-34.5739981,-58.4216673,Palermo,55.0,55.0,22000.0,Departamento de 2 ambientes Godoy Cruz,Departamento,Alquiler
tW19Th+iqLya96DJjruv1Q==,2019-01-22,-34.5732156,-58.4383516,Palermo,46.0,42.0,17500.0,Departamento 2 amb amoblado  -  Cañitas-Palermo,Departamento,Alquiler
fjRdE1t5wp+yOLcXrP3wCQ==,2019-01-22,-34.5436376,-58.4619737,Belgrano,45.0,40.0,19000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
AeNi0+XOyJ1Cc/sXo0NXLQ==,2019-01-22,-34.5716355,-58.4482856,Belgrano,44.0,39.0,14000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
VmLYMjlMpIQ9bFz2CxzFaQ==,2019-01-22,-34.589389254,-58.390753381,Recoleta,42.0,42.0,15000.0,Hermoso y super luminoso 2 amb. en pleno barrio de Recoleta,Departamento,Alquiler
wO4gO9cflhsAWkfv04ls+g==,2019-01-22,-34.6304577,-58.4495022,Caballito,48.0,40.0,14500.0,Departamento 2 ambientes en Caballito (Av. Directorio 1606),Departamento,Alquiler
trA4V/qmPknjUz5lLl4Qmg==,2019-01-22,-34.623127,-58.435394,Caballito,42.0,39.0,11500.0,"Alquiler Departamento en Caballito Capital Federal ALBERDI, J.B AV., 567",Departamento,Alquiler
W2pLAHfkEzrZSmw8TXsz2g==,2019-01-22,-34.59512,-58.43611,Villa Crespo,40.0,40.0,14500.0,Departamento de 2 ambientes en Alquiler en Villa crespo,Departamento,Alquiler
RBH0msNor/aNKirYwufGpQ==,2019-01-22,-34.5704,-58.49131,Villa Urquiza,50.0,50.0,14000.0,Alquiler Departamento en Villa Urquiza Capital Federal Congreso 5200,Departamento,Alquiler
AYpjvZySqKUjQ0bZvM5QEg==,2019-01-22,-34.5427503,-58.4601452,Nuñez,68.0,64.0,28000.0,"AV. DEL LIBERTADOR 6700, 11º - NUÑEZ (AMOBALADO Y EQUIPADO FULL)",Departamento,Alquiler
deXHTP/eB2WIor6nZUSjEQ==,2019-01-22,-34.6024957,-58.4290518,Almagro,55.0,55.0,17000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
RxJjLEkQ48EUzfhFi+pWeQ==,2019-01-22,-34.5821686,-58.426972,Palermo,78.0,75.0,33000.0,"Palermo Soho, alquiler 3 ambientes en torre con amenities",Departamento,Alquiler
a0LsjzlCZkpr/EVNq88J6w==,2019-01-22,-34.5854273,-58.4146533,Palermo,110.0,100.0,30000.0,Araoz y Santa Fe - 3 amb y dependencia - Reciclado!,Departamento,Alquiler
VK34ZbM4Qilyihjtqco4wg==,2019-01-22,-34.586254986,-58.4109584385,Palermo,58.0,56.0,19000.0,ALQUILER 3 AMBIENTES ZONA ALTO PALERMO,Departamento,Alquiler
7eR00sowkkscB/d0Uxl9VQ==,2019-01-22,-34.5873502406,-58.4109798962,Palermo,65.0,65.0,26500.0,SEIS MESES DE ALQUILER - 3 Ambientes Amoblado- A pasos del Alto Palermo. Balcon y todo Luz y sol !!,Departamento,Alquiler
uWsWslAo862gcgEcGTTwXg==,2019-01-22,-34.5816865,-58.4308266,Palermo,81.0,77.0,43500.0,TORRE QUARTIER BOULEVARD 3 AMB,Departamento,Alquiler
EO5FqutrBWF5mIj3gLZQ8w==,2019-01-22,-34.5854273,-58.4146533,Palermo,110.0,100.0,30000.0,Araoz y Santa Fe - 3 amb y dependencia - Reciclado!,Departamento,Alquiler
FcwVsC61LRu4TsLXSlv6HQ==,2019-01-22,-34.5624816,-58.4442213,Belgrano,100.0,95.0,23000.0,EXCELENTE UBICACION!! Dpto en venta 3 ambientes - Las Cañitas,Departamento,Alquiler
UPYwdqITg0sr+T0/5ZvIdA==,2019-01-22,-34.5698542,-58.4434036,Belgrano,76.0,70.0,19000.0,Departamento 3 ambientes en Alquiler - Belgrano,Departamento,Alquiler
mRYdAioduCs8N/Fb5VHYsw==,2019-01-22,-34.5855603,-58.3881294,Recoleta,107.0,73.0,25000.0,"ÚNICO PENTHOUSE, VISTA AL RIO, TERRAZA VERDE",Departamento,Alquiler
GfJDXdTr/sOmhIK0DY9VTA==,2019-01-22,-34.6185443,-58.4422987,Caballito,66.0,59.0,15700.0,Excelente 3 ambientes CABALLITO c/ balcon *mascotas,Departamento,Alquiler
tyWl0hs1uBEdFMviO4gznQ==,2019-01-22,-34.6237742,-58.4288987,Caballito,130.0,65.0,20000.0,Departamento - Caballito,Departamento,Alquiler
71iblZME5unNiD/6dqLXQw==,2019-01-22,-34.586254986,-58.4109584385,Barrio Norte,58.0,56.0,19000.0,ALQUILER 3 AMBIENTES ZONA ALTO PALERMO,Departamento,Alquiler
SPmuyhZllEG89BST/LaprA==,2019-01-22,-34.5764859,-58.4124737,Palermo,119.0,113.0,33000.0,"Av. DEL LIBERTADOR  y  R.de la INDIA: Excelente. maxima categoria, cochera",Departamento,Alquiler
HWnkOAL7brJzKJBH+81o2A==,2019-01-22,-34.5833344,-58.4053114,Palermo,82.0,80.0,60000.0,Palermo Chico. Ortiz de Ocampo 2500,Departamento,Alquiler
P5PIRHVx6guyy+bHE9SqOQ==,2019-01-22,,,Barrio Norte,70.0,64.0,27000.0,Uriburu y Av. Las Heras,Departamento,Alquiler
kEDXbbpmbkikuLzQ8+HuUA==,2019-02-23,-34.62554169,-58.42985916,Caballito,65.0,35.0,18500.0,Pedro Goyena  100 - $ 18.500 - Tipo casa PH Alquiler,Casa,Alquiler
Qlv3yXlyQ3zSvLNOYs6c4w==,2019-02-23,-34.5803517,-58.4090656,Palermo,43.0,40.0,15000.0,OFICINA EN ALQUILER,Oficina,Alquiler
L/+65orWixBj2waLiHy63A==,2019-02-23,-34.626638,-58.444985,Caballito,100.0,100.0,22000.0,ALQUILER COMODA OFICINA CABALLITO,Oficina,Alquiler
x82CyKmiVNGt0855qsSS0A==,2019-02-23,-34.63207626,-58.4651947,Flores,39.0,36.0,12000.0,Alberdi  2600 8°  - $ 12.000 - Departamento Alquiler,Departamento,Alquiler
B6vVYs7xYDdN8g+II8ohXA==,2019-02-23,-34.5558723319,-58.4716040884,Nuñez,64.0,64.0,20000.0,Departamento - Nuñez CON COCHERA-  PISO 18 VISTA PANORAMICA RIO Y CIUDAD,Departamento,Alquiler
yvjrA1czQ5zfjcpMIie6VA==,2019-02-23,-34.5857319,-58.4195652,Palermo,65.0,65.0,15000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
XDTr7y1GlI6XEZ+4J1Clyg==,2019-02-23,-34.5846206,-58.422036,Palermo,95.0,70.0,35000.0,Departamento - Palermo,Departamento,Alquiler
HcB8aIf+qCHL0na7kuqeQA==,2019-02-23,-34.5644226,-58.4415988,Belgrano,35.0,35.0,13000.0,Departamento - Belgrano,Departamento,Alquiler
lcHn9SMCe5ETeTroT3B+AA==,2019-02-23,-34.5869602,-58.3987316,Recoleta,36.0,32.0,13000.0,Departamento en Venta en  Recoleta Calle Laprida Dacal Bienes Raices,Departamento,Alquiler
cTtkuMA4x/SOWpBg7n5Hkw==,2019-02-23,-34.61994553,-58.43116379,Caballito,65.0,55.0,17000.0,Guayaquil  200 1°  - $ 17.000 - Departamento Alquiler,Departamento,Alquiler
DyQgcAGAJqce8gLw/uLN2g==,2019-02-23,-34.5892424,-58.4071044,Barrio Norte,42.0,37.0,15000.0,Departamento Luminoso a Estrenar en Alquiler - Con Balcon,Departamento,Alquiler
6yedkApRYxRQdr0o/o4PSg==,2019-02-23,-34.5901887,-58.4057225,Barrio Norte,47.0,33.0,18000.0,Departamento - Barrio Norte,Departamento,Alquiler
JsXa7MV8Pft6faE7/rjJew==,2019-02-23,-34.5892424,-58.4071044,Barrio Norte,44.0,37.0,17000.0,Departamento Luminoso a Estrenar en Alquiler - Con Balcon,Departamento,Alquiler
Lwc0M6IKYa6Oa0BMDcjrZA==,2019-02-23,-34.57943726,-58.48110962,Villa Urquiza,33.0,30.0,10500.0,Gamarra  1800 3°  - $ 10.500 - Departamento Alquiler,Departamento,Alquiler
sYmOYaDuieTm0GYNu+Q5ng==,2019-02-23,-34.634775,-58.470796,Flores,29.0,29.0,13000.0,ALQUILER - LOCAL EN PB A LA CALLE,Local comercial,Alquiler
jrF3Cm2jxtgUKctDWSHRsQ==,2019-02-23,-34.5976693,-58.4409809,Villa Crespo,33.0,30.0,13000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
szULE2jok+0QfRFrk5a50g==,2019-02-23,-34.5993441,-58.4167305523,Palermo,45.0,40.0,14000.0,Hermoso Monoambiente  con Piscina y Quincho amoblado,Departamento,Alquiler
PZmsnvPF29zFbklz62B47A==,2019-02-23,-34.588474,-58.429585,Palermo,32.0,32.0,12500.0,Alquiler Departamento en Palermo Capital Federal santa rosa 5000,Departamento,Alquiler
EEEbnTofnWivrX+mwIel9A==,2019-02-23,-34.5865386,-58.3950344,Recoleta,30.0,30.0,12200.0,Monoambiente en alquiler - Recoleta,Departamento,Alquiler
MmqS45wIOmjlV7J8Wt69+Q==,2019-02-23,-34.578446,-58.49274,Villa Urquiza,46.0,41.0,13000.0,ALQUILER DPTO. 2 AMB CON BALCON EN VILLA URQUIZA,Departamento,Alquiler
hnwJZz5x2aZv8uMdRlpZ0g==,2019-02-23,-34.6217558286,-58.4390387961,Caballito,64.0,52.0,20000.0,PH EN ALQUILER,PH,Alquiler
XWTQq3ssqNtjvbQKFJecOA==,2019-02-23,-34.585034915,-58.4225987114,Palermo,67.0,62.0,34000.0,Gurruchaga y Charcas - Torre,Departamento,Alquiler
V7WJgjyHa76jWA6us04sig==,2019-02-23,-34.5917466426,-58.4067713386,Recoleta,50.0,44.0,16000.0,Departamento 3 ambientes al frente con balcón en alquiler,Departamento,Alquiler
mtZRAisl/znqbgTwyK/0Bw==,2019-02-23,-34.5952691023,-58.3788241713,Barrio Norte,145.0,145.0,38500.0,Av. Santa Fe y Esmeralda,Departamento,Alquiler
2BgjB498G107ZwVrHJ+C9Q==,2019-02-23,-34.583542,-58.42303,Palermo,111.0,111.0,28000.0,ALQ 4 AMB CON BALCÓN ATERRASADO Y DEPENDENCIA.,Departamento,Alquiler
xdx3M4P4UFLVPNzqeZ6iGw==,2019-02-23,-34.570962,-58.43209,Palermo,84.0,74.0,27000.0,ALQUILER 4 AMBIENTES EN LAS CAÑITAS!!,Departamento,Alquiler
QPmwUmAohS18snhM+WCP7w==,2019-02-23,-34.591411,-58.403897,Recoleta,77.0,70.0,23200.0,Alquiler Departamento 4 Ambientes en Recoleta,Departamento,Alquiler
avtv0N8tl5f8Q1KptAW4ZA==,2019-03-08,-34.6265371163,-58.4566261418,Flores,62.0,46.0,15000.0,"Boyaca y Rivadavia. A mts del Subte, Al frente - 2AMB",Oficina,Alquiler
60GzkcdxmX6slQ5rOUu3gg==,2019-03-08,-34.5834133,-58.4337826,Palermo,90.0,90.0,45000.0,Excepcional Piso de Oficinas 85 mts cuadrados con opción de alquiler de cochera,Oficina,Alquiler
vz1kkVTRD1ERAnIritHcSA==,2019-03-08,-34.5825186461,-58.4327594334,Palermo,90.0,90.0,45000.0,Excepcional Piso de Oficinas 85 mts cuadrados con opción de alquiler de cochera,Oficina,Alquiler
D5JIrfackI3LnPt1YlOhrQ==,2019-03-08,-34.5825186461,-58.4327594334,Palermo,90.0,90.0,49000.0,Excepcional Piso de Oficinas 85 mts cuadrados con cochera incluida,Oficina,Alquiler
6lVa2ASbstBsaWHZNIR+tA==,2019-03-08,-34.556966,-58.45834,Belgrano,73.0,73.0,35000.0,Oficina 3 ambientes en Belgrano sin expensas,Oficina,Alquiler
XpnOMnYHjeDHZpCTsNJ5Yw==,2019-03-08,-34.5517296466,-58.4701475864,Nuñez,106.0,57.0,21000.0,"Departamento 106m² 2 ambientes con Cochera en MOLDES 3500, Capital Federal, Nuñez, por $ 21.000",Departamento,Alquiler
B3ef04bvsMFs9xWV4YaZoA==,2019-03-08,-34.5517296466,-58.4701475864,Nuñez,106.0,57.0,26000.0,"Departamento 106m² 2 ambientes con Cochera en MOLDES 3500, Capital Federal, Nuñez, por $ 26.000",Departamento,Alquiler
/OwI1IJrF/WmdIiMTje04w==,2019-03-08,-34.5504428,-58.4678886,Nuñez,82.0,72.0,30000.0,EXCELENTE Y MODERNO 2 DORMITORIOS. AMENITIES!!! SEG 24 HS. NUÑEZ Y CABILDO.,Departamento,Alquiler
7JvpG85kBMjRVH59jUq/Pg==,2019-03-08,-34.6027575731,-58.414953528,Almagro,47.0,42.0,11000.0,Departamento - Almagro,Departamento,Alquiler
2ZpC4g9U+WAVoXDRT3qe/A==,2019-03-08,-34.5977544391,-58.4163443142,Palermo,50.0,48.0,25000.0,Gran Ambiente Dividido Todo Luz Amoblado con Balcón. Alquiler Temporario.,Departamento,Alquiler
jF7YqSUiaNMwz6AhQI0mnw==,2019-03-08,-34.5803129,-58.4098987,Palermo,56.0,56.0,30000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
glEdCbA+IK+C5Lq00sUnMA==,2019-03-08,-34.5920426,-58.4137022,Palermo,34.0,30.0,16000.0,Departamento - Palermo,Departamento,Alquiler
Q9/in2EtYIsgvUu9vpUhhg==,2019-03-08,-34.5803129,-58.4098987,Palermo,40.0,40.0,16000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
QVNw5TSq/mqwiK18MfJl0A==,2019-03-08,-34.574423,-58.4344523,Palermo,76.0,69.0,22500.0,Departamento - 3 ambientes con cochera. Palermo,Departamento,Alquiler
XIrTN9XiYX3Leob/Yaqyjg==,2019-03-08,-34.5957103,-58.4131683,Palermo,43.0,38.0,13500.0,"2 ambientes en alquiler, muy lindo!!, Gorriti 3400 , Palermo",Departamento,Alquiler
+ZKCc9b45G/n6Idk3YVtDQ==,2019-03-08,-34.5803129,-58.4098987,Palermo,40.0,40.0,16000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
4T5cyJ/7CbWdgOjzcvAQxQ==,2019-03-08,-34.57717514,-58.43399048,Palermo,42.0,42.0,14000.0,Paraguay  5500 whapp 1550226375 - $ 14.000 - Departamento Alquiler,Departamento,Alquiler
Lum2oErOprAwiK9t3Nebxg==,2019-03-08,-34.5803129,-58.4098987,Palermo,45.0,45.0,25000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
xbwvjTgTEkLek0Y0AxON+w==,2019-03-08,-34.5654194,-58.4354609,Belgrano,33.0,30.0,13000.0,Departamento - Belgrano,Departamento,Alquiler
XZegZMr63CDX6+P7Qx7KJQ==,2019-03-08,-34.57453156,-58.47307587,Belgrano,40.0,35.0,14500.0,Sucre  4200 4°  - $ 14.500 - Departamento Alquiler,Departamento,Alquiler
tpbgQI7XXNn1NncUgry98w==,2019-03-08,-34.5583841,-58.4636752,Belgrano,36.0,32.0,11000.0,Rivera y Moldes. Semipiso 1 amb. c/balcón y amplia cocina. Luminoso. Excelente ubicación.,Departamento,Alquiler
1ttLSSvXe2zAPsHcol2m1g==,2019-03-08,-34.5640079,-58.4567043,Belgrano,42.0,36.0,15200.0,Alquiler Monoambiente en la mejor zona de Belgrano,Departamento,Alquiler
7P1NnuUemf+XTYkUOJ/epw==,2019-03-08,-34.559825194,-58.4656229958,Belgrano,40.0,37.0,14000.0,"Av. Cramer 2600 Excepc Ambiente al fte 6 años gran categoria Ed  c/PIscina gim, etc Apto vivienda / Profesional",Departamento,Alquiler
1svMrWju5IZ2mJXF2Ow0fA==,2019-03-08,-34.559825194,-58.4656229958,Belgrano,40.0,37.0,14000.0,"Av. Cramer 2600 Excepc Ambiente al fte 6 años gran categoria Ed  c/PIscina gim, etc Apto vivienda / Profesional",Departamento,Alquiler
8uybWYNPcUfm5wdW7nbWHA==,2019-03-08,-34.5858713,-58.4009492,Recoleta,55.0,55.0,18000.0,ALQUILER 3 AMB RECOLETA/BARRIO NORTE,Departamento,Alquiler
RpKwvsoUdcngs198dKqgPA==,2019-03-08,-34.60839081,-58.44163895,Caballito,46.0,42.0,11000.0,Diaz Velez  5300 2°  - $ 11.000 - Departamento Alquiler,Departamento,Alquiler
xDbvRyJNNMhbVk+140Od6w==,2019-03-08,-34.6267658,-58.4432382,Caballito,40.0,38.0,10500.0,Departamento - Caballito,Departamento,Alquiler
5w3JS1X7i/i7SBIknL4Kbg==,2019-03-08,-34.6162964,-58.4594199,Caballito,47.0,42.0,16500.0,Departamento de 2 ambientes con cochera en alquiler en Caballito,Departamento,Alquiler
INfRPw9mu5dwQBjJ6fFe9w==,2019-03-08,-34.5922382,-58.4105298,Barrio Norte,35.0,31.0,16000.0,Departamento - Barrio Norte,Departamento,Alquiler
ZbOt7nK3Wn88cXgZDEU4bA==,2019-03-08,-34.5711489,-58.4866303,Villa Urquiza,49.0,45.0,14500.0,Alquiler departamento 2 ambientes grande en Villa Urquiza,Departamento,Alquiler
8s5o5b5l2OdtvQFKpohjcg==,2019-03-08,-34.57212448,-58.48670578,Villa Urquiza,55.0,50.0,16500.0,Cullen  4900 P.B. - $ 16.500 - Departamento Alquiler,Departamento,Alquiler
kaQU/mdtN7WeSs0pO2NSgg==,2019-03-08,-34.5773425,-58.4838002,Villa Urquiza,38.0,38.0,12500.0,Monoambiente en alquiler,Departamento,Alquiler
EUVDj+L0bTEcufJxb7d3Sg==,2019-03-08,-34.58721161,-58.48187637,Villa Urquiza,75.0,66.0,17000.0,Av De Los Incas  5200 2°  - $ 17.000 - Departamento Alquiler,Departamento,Alquiler
Eh/4Uv0+QreDkM4WHWBOHg==,2019-03-08,-34.5643887,-58.4905607,Villa Urquiza,29.0,27.0,9400.0,Mono en Alquiler - Vista Abierta!!!,Departamento,Alquiler
kV0ulYrONz9v5ck/xMHWDA==,2019-03-08,-34.56231689,-58.46538544,Villa Urquiza,40.0,36.0,12000.0,Ricardo Balbin Dr  2400 5°  - $ 12.000 - Departamento Alquiler,Departamento,Alquiler
4xEG6PMJ4KrzemREXOYFng==,2019-03-08,-34.57228851,-58.4740181,Villa Urquiza,60.0,55.0,24000.0,Juramento   4200 - $ 24.000 - Departamento Alquiler,Departamento,Alquiler
Ne4JzfAQsDcH+flRybUzTA==,2019-03-08,,,Flores,100.0,100.0,45000.0,Excelente Local - Muy buena ubicacion,Local comercial,Alquiler
dUYwgjgtt9MA+5GT8c9etw==,2019-03-08,-34.5498375755,-58.4745003826,Nuñez,54.0,54.0,18000.0,MANZANARES 2900 LOCAL EN ALQUILER,Local comercial,Alquiler
Y1/rOAoJwzlWg6T/jw36ZA==,2019-03-08,-34.5864951531,-58.398238854,Recoleta,100.0,100.0,55000.0,RECOLETA LOCAL ALQUILER 100m2,Local comercial,Alquiler
6Pk4o7SNGJ0A0M5xaVlA+w==,2019-03-08,,,Barrio Norte,70.0,70.0,31000.0,HERMOSO LOCAL BARRIO NORTE,Local comercial,Alquiler
0G1jZkAN7vsL62Lan8ghkg==,2019-03-08,-34.5956798,-58.4369356,Villa Crespo,54.0,54.0,22000.0,LOCAL EN ALQUILER,Local comercial,Alquiler
Ynyb9Sg80D+bb2J6rU2VOw==,2019-03-08,-34.5950443,-58.4425378,Villa Crespo,45.0,40.0,15000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
cItBw5QOQOngrXr+cB+wzA==,2019-03-08,-34.5542687,-58.4629244,Nuñez,57.0,41.0,18000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
48NIj1y3CjI8G9FrMG6kAw==,2019-03-08,-34.59891098,-58.41412197,Almagro,57.0,50.0,18000.0,Departamento de 2 ambientes en Alquiler en Almagro,Departamento,Alquiler
TA/jTE3j4yTpBxbqFdxN+Q==,2019-03-08,-34.5840922,-58.4127945,Palermo,37.0,35.0,16000.0,Excelente monoambiente,Departamento,Alquiler
JiUskkpumD/B/2ILuKnO1A==,2019-03-08,-34.5781498874,-58.4380849841,Palermo,76.0,76.0,48000.0,"$48.000 más gastos - 2 amb, Cochera y Baulera - Palermo - Nicaragua 6000 (AnM)",Departamento,Alquiler
13TwPcjcDi+ilwUz5JgJJw==,2019-03-08,-34.591324601,-58.4223254202,Palermo,33.0,30.0,11000.0,Departamento de 2 ambientes en Alquiler en Palermo,Departamento,Alquiler
l1LSJdpqlRsuApouorjaGA==,2019-03-08,-34.5805031,-58.4112748,Palermo,45.0,45.0,30000.0,OPORTUNIDAD! ALQUILER MONOAMBIENTE CON DIVISION 45 M²  EN EDIFICIO DE CATEGORIA,Departamento,Alquiler
Cvupz8nPzH/kaNLawHN/TA==,2019-03-08,-34.586727,-58.43103,Palermo,55.0,50.0,16000.0,Alquiler Departamento en Palermo Capital Federal Uriarte 2300,Departamento,Alquiler
4HaRV/uP0qrmVxJE1+I0xg==,2019-03-08,-34.5799232,-58.4335882,Palermo,60.0,48.0,16500.0,2 AMBIENTES EN PALERMO COCHERA FIJA,Departamento,Alquiler
8sZtldqWV1KD5HkD32sFPg==,2019-03-08,,,Palermo,35.0,35.0,19500.0,"OPORTUNIDAD!! MONOAMBIENTE  en Quo Swim - Av Dorrego 1900, Palermo Audiovisual - 1 Amb - Muy Luminoso",Departamento,Alquiler
ze137Oww7fflL+HfvzU56g==,2019-03-08,-34.5792691,-58.4366421,Palermo,72.0,56.0,27000.0,$ 27.000 - 2 amb con cochera - Ravignani 2000 - Palermo Hollywood.,Departamento,Alquiler
ytrrd39/r68NnBBzqXrGsw==,2019-03-08,-34.586585,-58.436792,Palermo,34.0,31.0,16000.0,ALQUILER AMPLIO MONO  PALERMO Hollywood APTO/PROF,Departamento,Alquiler
fui0vUhshVmBVu9XXJ3nEw==,2019-03-08,-34.5542687,-58.4629244,Belgrano,57.0,41.0,18000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
