sede_id,sede_desc_castellano,sede_desc_ingles,pais_castellano,pais_ingles,region_geografica,pais_iso_2,pais_iso_3,pais_codigo_telefonico,ciudad_castellano,ciudad_ingles,ciudad_zona_horaria_gmt,ciudad_codigo_telefonico,estado,titular_nombre,titular_apellido,titular_cargo,direccion,codigo_postal,telefono_principal,telefonos_adicionales,celular_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_electronicos_adicionales,sitio_web,sitios_web_adicionales,redes_sociales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,atencion_comentario,concurrencias,circunscripcion
CTARI,"Consulado  General  en  Tarija","Consulate  General  in  Tarija","ESTADO  PLURINACIONAL  DE  BOLIVIA","PLURINATIONAL  STATE  OF  BOLIVIA","AMÉRICA  DEL  SUR",BO,BOL,"591","Tarija","Tarija",-4,4,Activo,"Edgar  Javier  ","Flores  Tiravanti","Cónsul  General","Ballivián  699","--","00  591  (4)  6637707","00  591  (4)  6634668","00  591  72989168","",,"","ctari@mrecic.gov.ar","","ctari.mrecic.gov.ar","","",Lunes,Viernes,08:30:00,12:30:00,"Horario  del  Consulado  8:30  a  16:30, Horario  de  atención  al  público  hasta  12:30.","","Departamento  de  Tarija  (con  excepción  Provincia  Gran  Chaco)" 
CTENE,"Consulado  en  Tenerife","Consulate  in  Tenerife","REINO  DE  ESPAÑA","KINGDOM  OF  SPAIN","EUROPA  OCCIDENTAL",ES,ESP,"34","Tenerife","Tenerife",1,922,Activo,"Luis  María  ","Sobrón","Cónsul","Calle  San  Francisco  nº  5, Piso  5º, Ed.  Santander, Santa  Cruz  de  Tenerife","38002","0034922151030","0034922151031","0034678098419","","0034922299219","","ctene@mrecic.gov.ar","","www.ctene.cancilleria.gov.ar","","www.facebook.com/argentinaentenerife  //  ",,,,,"09:00  a  14:00","","Comunidad  Autónoma  de  Canarias  (Provincias  de  Sta.  Cruz  de  Tenerife  y  de  Las  Palmas.)" 
CTORO,"Consulado  General  en  Toronto","Consulate  General  in  Toronto","CANADÁ","CANADA","AMÉRICA  DEL  NORTE",CA,CAN,"1","Toronto","Toronto",-5,416,Activo,"Gustavo  Oscar  ","Infante","Cónsul  General","5001  Yonge  Street, Suite  201, Toronto, Ontario","  M2N  6P6","0014169559075","","(1)4167043272","","0014169550868","","ctoro@mrecic.gov.ar","","www.ctoro.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnToronto/  //  https://www.instagram.com/consuladoargtoronto/  //  ",,,,,"Al  publico:  9:30  a  12:30  -  Oficinas:  9:00  a  17:00","","Provincias  de  Ontario  (excluyendo  Ottawa), Manitoba, Saskatchewan, Alberta, Columbia  Britanica  y  los  Territorios  del  Noroeste, Yukon  y  Nunavut" 
CURUG,"Consulado  en  Uruguayana","Consulate  in  Uruguayana","REPÚBLICA  FEDERATIVA  DEL  BRASIL","FEDERATIVE  REPUBLIC  OF  BRAZIL","AMÉRICA  DEL  SUR",BR,BRA,"55","Uruguayana","Uruguayana",-3,55,Activo,"Ricardo  Alberto  ","Di  Lelle","Cónsul","Rua  13  de  Maio  N°  1674","97501-538","00  55  (55)  3412-4605","00  55  (55)  3412-1925","00  55  (55)  99976-1025","",,"","curug@mrecic.gov.ar","comercial_curug@mrecic.gov.ar","Curug.Cancilleria.gov.ar","","https://www.facebook.com/ArgEnUruguayana/  //  https://twitter.com/CURUGoK  //  ",Lunes,Viernes,,,"09:30  a  13:30  hs.","","Acegua, Ajuricaba, Alegrete, Alecrim, Alegria, Almirante  Tamandare  do  Sul, Alpestre, Alto  Grande, Ametista  do  Sul,   Augusto  Pestana;  Bage;  Barra  do  Guarita;  Barra  do  Quarai;  Barra  Funda;  Boa  Vista  das  Missoes;  Boa  Vista  do  Burica;    Boa  Vista  do  Cadeado;  Boa  Vista  do  Incra;  Bom  Progresso;  Bossoroca;  Bozzano;  Braga;  Cacequi;  Caibate;  Caiçara;  Campina  das  Missoes;  Campo  Novo;  Campos  Borges;  Candelaria;  Candido  Godoi;  Capao  do  Cipo;  Carazinho;  Carovi;  Catuipe;  Cerro  Grande;  Cerro  Largo;  Chapada;  Chiapeta;  Condor;  Constantina;  Coqueiros  do  Sul;  Coronel  Barros;  Coronel  Bicaco;    Crissiumal;  Cristal  do  Sul;  Cruz  Alta;  Derrubadas;  Dezesseis  De  Novembro;  Dilermando  De  Aguiar;    Dois  Irmaos  das  Missoes;    Dom  Pedrito;  Dr.  Mauricio  Cardoso;  Engenho  Velho;    Entre-Ijuis;  Erval  Seco;  Esperança  do  Sul;  Espumoso;  Eugenio  de  Castro;    Fortaleza  dos  Valos;  Frederico  Westphalen;    Garruchos;  Girua;  Gramado  dos  Loureiros;  Guarani  das  Missoes;  Horizontina;  Hulha  Negra;  Humaita;    Ibiruba;  Ijui;  Independencia;  Inhacora;  Irai;    Itacurubi;  Itaqui;    Jaboticaba;  Jacuizinho;  Jaguari;  Jarbas  Martini;  Jari;  Joia;  Julio  de  Castilhos;  Lageado  do  Bugre;    Liberato  Salzano;  Maçambara;  Manoel  Viana:  Mata;  Mato  Queimado;  Miraguai;  Nonoai;  Nova  Boa  Vista;  Nova  Candelaria;  Nova  Esperança  do  Sul;  Nova  Ramada;  Novo  Barreiro;  Novo  Machado;  Novo  Tiradentes;  Novo  Xingu;  Palmeira  das  Missoes;  Palmitinho;  Panambi;  Pejuçara;  Pinhal  Grande;  Pinhal;  Pinheirinho  do  Vale;  Pinheiro  Machado;  Pirapo;  Planalto;  Porto  Lucena;  Porto  Maua;  Porto  Vera  Cruz;  Porto  Xavier;  Progresso;  Quarai;  Quevedos;  Quinze  de  Novembro;    Redentora;    Rio  dos  Indios;    Rodeio  Bonito;      Rolador;    Rondinha;    Roque  Gonzales;    Rosario  do  Sul;    Sagrada  Familia;  Saldanha  Marinho;    Salto  do  Jacui;  Salvador  das  Missoes;  Sant?ana  do  Livramento;    Santa  Barbara  do  Sul;    Santa  Rosa;    Santiago;    Santo  Angelo;  Santo  Antonio  das  Missoes;    Santo  Antonio  do  Planalto;    Santo  Augusto;  Santo  Cristo;    São  Borja;  São  Francisco  de  Assis;    São  Jose  das  Missoes;    São  Jose  do  Inhacora;  São  Luiz  Gonzaga;  São  Martinho  da  Serra;    São  Martinho;    São  Miguel  das  Missoes;  São  Nicolau;    São  Paulo  das  Missoes;  São  Pedro  das  Missoes;  São  Pedro  do  Butia;  São  Pedro  do  Sul;    São  Sebastiao  do  Cai;    São  Valerio  do  Sul;    São  Vicente  Do  Sul;    Sarandi;  Seberi;  Sede  Nova;    Senador  Salgado  Filho;  Sete  de  Setembro;    Taquara;    Taquaruçu  do  Sul;  Tenente  Portela;    Tiradentes  do  Sul;  Toropi;  Tres  de  Maio;    Tres  Palmeiras;  Tres  Passos;    Trindade  do  Sul;    Triunfo;  Tucunduva;    Tupancireta;    Tupandi;  Tuparendi;  Ubiretama;  Unistalda;  Uruguayana;    Vicente  Dutra;    Vista  Alegre;  Vista  Gaucha;    Vitoria  Das  Missoes." 
CVALP,"Consulado  General  en  Valparaíso","Consulate  General  in  Valparaiso","REPÚBLICA  DE  CHILE","REPUBLIC  OF  CHILE","AMÉRICA  DEL  SUR",CL,CHL,"56","Valparaíso","Valparaiso",-3,32,Activo,"Lucas  Andrés  ","Ojea  Quintana","Cónsul  General","Blanco  625  5º  piso  Of.53  Edificio  Los  Heroes","2361791-  Valparaíso","  00  56  32  2213691","00  56  32    2258165","00(56-9)  93238104","","00  (56-32)  2258165","","cvalp@cancilleria.gob.ar","","cvalp.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnValparaiso  //  ",Lunes,Viernes,09:00:00,17:00:00,"L  a  V  9  a  14  hs  (trámites  arancelados)","","Regiones  de  Coquimbo  y  Valparaíso, República  de  Chile" 
CVIGO,"Consulado  General  en  Vigo","Consulate  General  in  Vigo","REINO  DE  ESPAÑA","KINGDOM  OF  SPAIN","EUROPA  OCCIDENTAL",ES,ESP,"34","Vigo","Vigo",4,98,Activo,"Horacio  Martín  ","Doval","Consul/esa  General","López  de  Neira  Nº  3, 2º  piso  Of.  209/210/211","36202","(0034)  986435822","","(0034)  607663949","","(0034)  986439292","","cvigo@mrecic.gov.ar","","http://cvigo.mrecic.gov.ar","","facebook.com/ArgentinaenVigo  //  https://www.instagram.com/argenvigo/  //  ",Lunes,Viernes,09:00:00,14:00:00,"","","Comunidad  Autonomía  de  Galicia  (Prov.  de  Pontevedra, Orense, La  Coruña  y  Lugo), provincias  de  León  y  Zamora  (De  la  Autonomía  de  Castilla  y  León).  Principado  de  Asturias." 
CVILL,"Consulado  en  Villazon","Consulate  in  Villazon","ESTADO  PLURINACIONAL  DE  BOLIVIA","PLURINATIONAL  STATE  OF  BOLIVIA","AMÉRICA  DEL  SUR",BO,BOL,"591","Villazón","Villazon",-4,2,Activo,"Cynthia  Liliana  ","Hotton","Cónsul","Calle  Tarija  c/20  de  Mayo, Piso  1","0000  (Bolivia  no  utiliza  còdigo  postal)","00  591  (2)  5972011","00  591  (2)  5972270","00  591    73862411","","00  591  (2)  5972011","",,"","cvill.cancilleria.gob.ar","","https://www.facebook.com/ArgEnVillazon  //  ",,,,,"Atenciòn  al  pùblico  de  lunes  a  viernes  de  08:00  hs.  a  13:00  hs","","Departamento  de  Potosí" 
CYACU,"Consulado  en  Yacuiba","Consulate  in  Yacuiba","ESTADO  PLURINACIONAL  DE  BOLIVIA","PLURINATIONAL  STATE  OF  BOLIVIA","AMÉRICA  DEL  SUR",BO,BOL,"591","Yacuiba","Yacuiba",-4,4,Activo,"Jorge  Horacio  ","Insausti","Cónsul","Mariscal  Santa  Cruz  1540","13","(591  4)  6822062","(591-4)  682  2062","(59-1)  71864762  ","","(59-1-4)  682  2063","","cyacu@mrecic.gov.ar","","https://cyacu.cancilleria.gob.ar","","",,,00:00:00,00:00:00,"08:00  hs.  a  12:30  hs.","","Provincia  Gran  Chaco  -  Departamento  Tarija." 
DIGAC,"Argentinos  en  el  exterior","Argentines  abroad","REPÚBLICA  ARGENTINA","ARGENTINE  REPUBLIC","AMÉRICA  DEL  SUR",AR,ARG,"54","Argentinos  en  el  exterior","Argentines  abroad",,,Activo,"Nombre","Apellido","Agregado","Dirección","CP","(591  4)  6822062","","54  11  4819  7896/8169","54  11  4819  7885  //  54  9  11  4411  3057  //  54  11  4819  8169  //  54  11  4322  9997",,"",,"","cancilleria.gob.ar","","",,,00:00:00,00:00:00,"Un  argentino  en  emergencia  puede  llamar  (hora  argentina, teléfonos  de  Buenos  Aires):<br>De  9:00  a  20:00  al  4819-7896<br>De  20:00  a  9:00, fin  de  semana  y  feriados  al  4819-8169  (o  celular  4411-3057)","SUDÁN  DEL  SUR, IRAQ, COREA  DEL  NORTE, KIRIBATI, NAURU, TONGATUVALU",""
EALEM,"Embajada  en  Alemania","Embassy  in  GERMANY","REPÚBLICA  FEDERAL  DE  ALEMANIA","FEDERAL  REPUBLIC  OF  GERMANY","EUROPA  OCCIDENTAL",DE,DEU,"49","Berlín","Berlin",1,30,Activo,"Fernando  ","Brun","Embajador","Kleiststrasse    23-26, 4°  Piso","10787","00  49  (30)  2266  890","","00  49  1723  1411  00","","00  49  (30)  2291  400","","ealem@cancilleria.gob.ar","","https://ealem.cancilleria.gob.ar","","https://www.facebook.com/ArgEnAlemania/  //  ",Lunes,Viernes,09:00:00,17:00:00,"","","Ciudad  de  Berlín  y  Estados  Federados  de  Brandemburgo,Sajonia,Sajonia-Anhalt  y  Turingia" 
EANGO,"Embajada  en  Angola","Embassy  in  Angola","REPÚBLICA  DE  ANGOLA","REPUBLIC  OF  ANGOLA","ÁFRICA  SUBSAHARIANA",AO,AGO,"244","Luanda","Luanda  ",1,2,Activo,"Alejandro  Guillermo  ","Verdier","Embajador","Rua  Comandante  Stona  190, Bairro  Alvalade, Luanda","N/A","00  244  222  323  286","00  244  222  321  565","00  244  949  993  947","",,"","eango@mrecic.gov.ar","","eango.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnAngola/  //  https://www.instagram.com/embargentinaenangola/  //  ",Lunes,Viernes,08:30:00,16:30:00,"08:30  a  16:30  hs","","República  de  Angola" 
EARAB,"Embajada  en  Arabia  Saudita","Embassy  in  Saudi  Arabia","REINO  DE  ARABIA  SAUDITA","KINGDOM  OF  SAUDI  ARABIA","ASIA",SA,SAU,"966","Riad","Riyad",3,11,Activo,"Guillermo  Emilio  ","Nielsen","Embajador","Villa  4, Habib  Al  Handali  Road, Olaya  District","P.O.  BOX:  94369  -  CP.11693","(966-11)  4652600","(966-11)  4659985","966  (0)  503289958","","(966-11)  4653057","","earab@mrecic.gov.ar    /  secon_earab@mrecic.gov.ar  /  adm_earab@mrecic.gov.ar","","http://earab.mrecic.gov.ar","","https://www.facebook.com/argentinaenarabiasaudita/  //  https://twitter.com/ensaudita  //  https://www.instagram.com/arginsaudi/  //  ",Domingo,Jueves,09:00:00,15:30:00,"","BAHREIN, OMÁNYEMEN","Todo  el  territorio  de  Arabia  Saudita  -  Bahréin  -  Omán    -  Yemen" 
EARGE,"Embajada  en  Argelia","Embassy  in  Algeria","REPÚBLICA  ARGELINA  DEMOCRÁTICA  Y  POPULAR","PEOPLE’S  DEMOCRATIC  REPUBLIC  OF  ALGERIA","ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE",DZ,DZA,"213","Argel","Algiers",1,,Activo,"Mariano  ","Simón  Padrós","Embajador","5, chemin  Mackley, Ben  Aknoun  -  Alger  ","16028","+213  (0)  23187440","+213  (0)  23482199","+213  (0)  770381010","","+213  (0)  23187439","","earge@cancilleria.gob.ar","","https://earge.cancilleria.gob.ar/","","https://twitter.com/ARGenArgelia  //  https://instagram.com/argenargelia  //  facebook.com/ArgentinaEnArgelia  //  ",Domingo,Jueves,09:00:00,17:00:00,"09.00  a  16.00  horas  -  de  Domingo  a  Jueves","","Todo  el  país" 
EARME,"Embajada  en  Armenia","Embassy  in  Armenia","REPÚBLICA  DE  ARMENIA","REPUBLIC  OF  ARMENIA","ASIA",AM,ARM,"374","Ereván","Yerevan",4,374,Activo,"Mariano  ","Vergara","Embajador","Sayat  Nova  32, Erevan, Armenia","-","00374  (010)  576451","00374  (010)  576452","00374  55001526","","00374  (010)  577151","","earme@mrecic.gov.ar","","earme.cancilleria.gob.ar","","https://www.instagram.com/arginarmenia/  //  https://www.facebook.com/ArgentinaEnArmenia  //  https://twitter.com/ARGinArmenia  //  ",,,00:00:00,00:00:00,"Lunes  a  viernes  de  9:30  a  18:00  horas","","Territorio  de  la  República  de  Armenia" 
EASIR,"Embajada  en  Siria","Embassy  in  Syria","REPÚBLICA  ÁRABE  SIRIA","SYRIAN  ARAB  REPUBLIC","ASIA",SY,SYR,"963","Damasco","Damasco",3,11,Activo,"Sebastián  ","Zavalla","Embajador","Rawda, Ziad  Ibn  Soufian.","0000","00963113334167","00963113321707","+963933884050","","+963113327326","","easir@cancilleria.gob.ar","","www.easir.cancilleria.gob.ar","","https://www.facebook.com/Embajada-Argentina-en-Siria-112176794025495  //  ",Domingo,Jueves,09:00:00,16:00:00,"De  domingo  a  jueves  de  09:00  hs.  a  16:00  hs.","JORDANIA","Territorio  de  Siria  y  Jordania" 
EAUST,"Embajada  en  Australia","Embassy  in  Australia","AUSTRALIA","AUSTRALIA","OCEANÍA",AU,AUS,"61","Canberra","Canberra",11,2,Activo,"Máximo  Eduardo  ","Gowland","Embajador","7  National  Circuit, Piso  2  -  Barton","ACT  2600","00  61  2  62739111","","00  61  405355461","",,"","eaust@mrecic.gov.ar","","http://eaust.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnAustralia/  //  https://twitter.com/ARGinAustralia  //  ",,,,,"De  09.00  a  17.00  hs.","PAPÚA  NUEVA  GUINEA, FIJI, SALOMÓN, ISLASVANUATU","Consulado  General  en  Sidney    Nivel  20, 44  Market  Street    Sydney  NSW  2000    PO  BOX  Q1613, QVD  Post  Office, Sydney  NSW  1230    Tel.:  00  61  2  9262  2933    Fax.:  00  61  2  9262  3998    Móvil  Emergencia:  61  411867899    email:  csidn@mrecic.gov.ar    Página  Web:  http://csidn.mrecic.gov.ar" 
EAZER,"Embajada  en  Azerbaiyán","Embassy  in  Azerbaijan","REPÚBLICA  DE  AZERBAIYÁN","REPUBLIC  OF  AZERBAIJAN","ASIA",AZ,AZE,"994","Baku","Baku",4,995,Activo,"Mariángeles  ","Bellusci","Embajadora","Bulbul  Ave.  N°  15  -  6°  piso, Sahil  Business  Center, Baku","AZ  1000","00  994  (12)  4935942","994  (12)  493  59  45","00  994  (51)  3667985","","994  (12)  4935943","","eazer@mrecic.gov.ar","","eazer.cancilleria.gob.ar","","https://www.facebook.com/EmbassyOfArgentina/  //  www.instagram.com/embargentinaaz  //  www.twitter.com/ARGEnAzer  //  ",Lunes,Viernes,09:00:00,17:00:00,"","","Azerbaiyán"
EBANG,"Embajada  en  Bangladesh","Embassy  in  Bangladesh","REPÚBLICA  POPULAR  DE  BANGLADESH","PEOPLE’S  REPUBLIC  OF  BANGLADESH","ASIA",BD,BGD,"880","Daca","Daca",6,880,Activo,,,,"Bulbul  Ave.  N°  15  -  6°  piso, Sahil  Business  Center, Baku","AZ  1000","00  994  (12)  4935942","","00  994  (51)  3667985","","994  (12)  4935943","","eazer@mrecic.gov.ar","","eazer.cancilleria.gob.ar","","",,,,,,"",
EBARB,"Embajada  en  Barbados","Embassy  in  Barbados","BARBADOS","BARBADOS","AMÉRICA  CENTRAL  Y  CARIBE",BB,BRB,"1","Bridgetown","Bridgetown",-1,000,Activo,"Angel  Gustavo  ","Dalmazzo","Encargado  de  Negocios  a.i.","Lucerne  Building-Hastings-Christ  Church","BB15156","(1-246)  537-1800  /  1804","","(1-246)  826-0229","","(1-246)  537-1802","","ebarb@mrecic.gov.ar","","ebarb.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnBarbados/  //  ",Lunes,Viernes,08:30:00,15:30:00,"Lunes  a  Viernes  de  08.30  a  15.30","DOMINICA, SAN  CRISTÓBAL  Y  NIEVESSANTA  LUCÍA","BARBADOS, DOMINICA, SAN  CRISTOBAL  Y  NIEVES, Y  SANTA  LUCIA.    Guadalupe, Martinica  y  Montserrat" 
EBELG,"Embajada  en  Bélgica","Embassy  in  Belgium","Reino  de  Bélgica","KINGDOM  OF  BELGIUM","EUROPA  OCCIDENTAL",BE,BEL,"32","Bruselas","Brussels",2,2,Activo,"Juan  Carlos  ","Valle  Raleigh","Embajador","Avenue  Louise  283  -  Piso  3  -  Boîte  2","1050","00  32  2  647  7812","","00  32  475  751  646","","00  32  2  647  9319","","ebelg@cancilleria.gob.ar","","http://ebelg.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnBelgica/  //  https://www.instagram.com/argenbelgica/  //  ",Lunes,Viernes,,,"de  09:00  a  17:00  /  Sección  consular:  09:00  a  13:00  ","LUXEMBURGO","Territorio  del  Reino  de  Bélgica  y  del  Gran  Ducado  de  Luxemburgo" 
EBOLV,"Embajada  en  Bolivia","Embassy  in  Bolivia","ESTADO  PLURINACIONAL  DE  BOLIVIA","PLURINATIONAL  STATE  OF  BOLIVIA","AMÉRICA  DEL  SUR",BO,BOL,"591","La  Paz","La  Paz",-4,2,Activo,"Sergio  Ariel  ","Basteiro","Embajador","Aspiazu  497  /  Esq.  Sanchez  Lima","0220","+591  2  2417737","+591  2  2422915","+591  2  72020998","","+591  2  2422727","","ebolv@mrecic.gov.ar","","ebolv.mrecic.gov.ar","","@EmbaArgBolivia  //  @EmbajadaArgentinaBolivia  //  @embajada_argentina_en_bolivia  //  ",,,00:00:00,00:00:00,"08:00  a  16:00","",""
EBRAS,"Embajada  en  Brasil","Embassy  in  Brazil","REPÚBLICA  FEDERATIVA  DEL  BRASIL","FEDERATIVE  REPUBLIC  OF  BRAZIL","AMÉRICA  DEL  SUR",BR,BRA,"55","Brasilia","Brasilia",-3,61,Activo,"Pablo  Antonio  ","De  Angelis","Encargado  de  Negocios  a.i.","Setor  de  Embaixadas  Sul, Quadra  803, Lote  12","70200-905","00  55  61  3212  7600","","005561981659280","","00  55  61  3212  7666","","ebras@mrecic.gob.ar","","ebras.cancilleria.gob.ar","","https://www.instagram.com/embaargenbrasil  //  https://twitter.com/ArgentinaEnBras  //  https://www.facebook.com/embargbrasil  //  ",,,,,"de  9hs.  a  18hs.","","Distrito  Federal, Acre, Rondonia, Roraima, Mato  Grosso, Goiás, Amazonas" 
EBULG,"Embajada  en  Bulgaria","Embassy  in  Bulgaria","REPÚBLICA  DE  BULGARIA","REPUBLIC  OF  BULGARIA","EUROPA  CENTRAL  Y  ORIENTAL",BG,BGR,"359","Sofía","Sofia",3,2,Activo,"  Alfredo    ","Atanasof","Embajador","Calle  Frederic  Joliot-Curie  Nº  19  -  Bloque  1  -  Pisos  4  -  Departmento  6  -  Barrio  Izgrev  -  ","1113","00  (359  2)  971  2539","00  (359  2)  971  3791","(359)  887446383","",,"","ebulg@mrecic.gov.ar","comerciales_ebulg@mrecic.gov.ar  (Sección  Comercial)  //  consulares_ebulg@mrecic.gov.ar  (Sección  Consular)  //  culturales_ebulg@mrecic.gov.ar  (Sección  Cultural)","http://ebulg.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnBulgaria/  //  https://www.youtube.com/channel/UCK-uSxN84lEMqJwCviEjZow  //  ",,,,,"9:00  -  17:00","MACEDONIA  DEL  NORTE","Los  territorios  de  Bulgaria  y  de  Macedonia  del  Norte" 
ECANA,"Embajada  en  Canadá","Embassy  in  Canada","CANADÁ","CANADA","AMÉRICA  DEL  NORTE",CA,CAN,"1","Ottawa","Ottawa",-5,613,Activo,"Josefina","Martinez  Gramuglia","Embajadora","81  Metcalfe  St.  7th.  Floor, Ottawa, ON., CANADA","K1P6K7","00  1  (613)  236-2351","","00  1  (613)  6184819","","00  1  (613)  235-2659","","ecana@cancilleria.gob.ar","","https://ecana.cancilleria.gob.ar/","","https://www.facebook.com/ArgentinaInCanada  //  https://www.youtube.com/channel/UC77DGXZ2ppExRtV4WS4IV-A  //  https://twitter.com/ArginCanada  //  https://www.instagram.com/argentinaincanada/  //  https://www.linkedin.com/company/argentinaincanada  //  ",Lunes,Viernes,09:00:00,17:00:00,"Horario  de  verano  GMT-4  (EDT).  //    //  Horario  de  invierno  GMT-5  (EST)","","No  tiene.  Las  funciones  consulares  en  la  jurisdicción  las  llevan  adelante  los  consulados  generales  en  Montreal  (CMREA), Toronto  (CTORO)  y  Vancouver  (CGVAN)" 
ECEUR,"Embajada  ante  la  Unión  Europea","Embassy  to  the  European  Union","Reino  de  Bélgica","KINGDOM  OF  BELGIUM","EUROPA  OCCIDENTAL",BE,BEL,"32","Bruselas","Brussels",2,2,Activo,"Pablo  Ariel  ","Grinspun","Embajador","Avenue  Louise  283, 3º","1050","(+32)  2  648  93  71","(+32)  2  648  46  82","(+32)  471  70  30  19","","(+32)  2  648  08  04","","eceur@cancilleria.gob.ar","","eceur.cancilleria.gob.ar","","https://www.facebook.com/ARGanteUE  //  https://www.linkedin.com/company/arganteue  //  https://twitter.com/ARGanteUE  //  https://www.youtube.com/@ARGanteUE  //  https://www.flickr.com/people/197084220@N02/  //  ",Lunes,Viernes,09:00:00,17:00:00,"","","No"
ECHES,"Embajada  en  República  Checa","Embassy  in  Czechia","REPÚBLICA  CHECA","CZECH  REPUBLIC","EUROPA  CENTRAL  Y  ORIENTAL",CZ,CZE,"420","Praga","Prague",1,2,Activo,"Roberto","Salafia","Embajador","Panská  6","110  00  -  Praha  1","00  420  224    212  449","","00  420  725  050  743","","00  420  222  241  246","","eches@mrecic.gov.ar","","eches@cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnRepCheca/  //  https://www.instagram.com/argentinaenpraga  //  ",Lunes,Viernes,09:00:00,17:00:00,"Embajada  argentina:  09:00  a  17:00  hs    //    //  Sección  Consular:  09:30-16:00  (horario  de  atención  al  público)","","Todo  el  territorio  de  la  República  Checa" 
ECHIN,"Embajada  en  China","Embassy  in  China","REPÚBLICA  POPULAR  DE  CHINA","PEOPLE’S  REPUBLIC  OF  CHINA","ASIA",CN,CHN,"86","Beijing","Beijing",8,10,Activo,"Gustavo  Sabino  ","Vaca  Narvaja","Embajador","Nro.11  Dong  Wu  Jie, San  Li  Tun","100600","00  86  10  6532  1406","00  86  10  6532  2281","008613810854349","","00  86  10  6532  2319","","echin@mrecic.gov.ar","","https://echin.cancilleria.gob.ar","","@ArgentinaEnChina  //  ",,,00:00:00,00:00:00,"09:00  a  18:00","MONGOLIA","Todo  el  territorio  -excepto  Hong  Kong, Macao, Shanghai, Anhui, Jiangsu, Zhejiang, Guangzhou, Hainan, Fujian, Guangxi-" 
ECOLO,"Embajada  en  Colombia","Embassy  in  Colombia","REPÚBLICA  DE  COLOMBIA","REPUBLIC  OF  COLOMBIA","AMÉRICA  DEL  SUR",CO,COL,"57","Bogotá","Bogota",-5,1,Activo,"Gustavo  Alejandro  ","Dzugala","Embajador","Carrera  11  B  No.  97-56  piso  4.  Edificio  Ápice","110221","+57  601  288  0900","","+57  316  875  9292","",,"","ecolo@cancilleria.gov.ar          ","privada_ecolo@cancilleria.gov.ar","https://ecolo.cancilleria.gob.ar","","@ArgColombia  //  https://www.facebook.com/ArgColombia/?ref=bookmarks  //  argentinaencolombia  //  ",Lunes,Viernes,07:00:00,17:00:00,"","","TODO  EL  TERRITORIO  DE  COLOMBIA" 
ECORE,"Embajada  en  Corea  Del  Sur","Embassy  in  South  Korea","REPÚBLICA  DE  COREA","REPUBLIC  OF  KOREA","ASIA",KR,KOR,"82","Seul","Seoul",9,2,Activo,"Alfredo  Carlos  ","Bascou","Embajador","5fl, Chun  Woo  Bldg., 206  Noksapyeong-daero, Yongsan-gu","04345","00  82  2  796  8144","00  82  2  793  4062","0082-10  2843  5056","","00  82  2  792  5820","","ecore@mrecic.gov.ar","ecoresec@mrecic.gov.ar  //  ecorepol@mrecic.gov.ar  //  ecorecom@mrecic.gov.ar  //  ecorecon@mrecic.gov.ar  //  ecoreadm@mrecic.gov.ar  //  ecorepress@mrecic.gov.ar","https://ecore.cancilleria.gob.ar/","","https://www.facebook.com/ArgentinaEnCorea/  //  https://www.instagram.com/embajadaargentinaencorea1/?hl=es  //  ",Lunes,Viernes,09:00:00,18:00:00,"","","REPÚBLICA  DE  COREA" 
ECUBA,"Embajada  en  Cuba","Embassy  in  Cuba","REPÚBLICA  DE  CUBA","REPUBLIC  OF  CUBA","AMÉRICA  CENTRAL  Y  CARIBE",CU,CUB,"53","La  Habana","Havanna",-5,7,Activo,"Luis  Alfredo  ","Ilarregui","Embajador","Calle  36  Nro.  511, Miramar, Playa, La  Habana, República  de  Cuba","11300","0053(7)  2042110","0053(7)  2042972","0053(5)  2868055","",,"","ecuba@mrecic.gov.ar","comercial_ecuba@mrecic.gov.ar  //  culturales_ecuba@mrecic.gov.ar  //  consulares_ecuba@mrecic.gov.ar","www.ecuba.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnCubaLaHabana/  //  ",Lunes,Viernes,08:30:00,16:30:00,"08:30  a  16:30  Hs.  (Lunes  a  Viernes)","","Todo  el  territorio  de  la  República  de  Cuba" 
