sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
EJAMA,"Sección  Consular  ","Jose  Emilio  Grande  Pérez","Sección  Consular","Facundo  A.","Santiago","Jefa  de  Sección  Consular","1  8769265588","1  8769262496  //  1  8769260580",18763699372,"","","","ejama@mrecic.gov.ar","","ejama.mrecic.gov.ar","",Lunes,Viernes,09:00:00,16:00:00,"",
EECUA,"Sección  Consular","Sección  Consular","Seccion","Carlos  Manuel  ","Germano  Zbrun","Jefe  de  Sección  Consular","593  2562292","",,"",,"","consulares-eecua@mrecic.gov.ar","",,"",Lunes,Viernes,,,"9  A  17  HORAS",
EVIET,"Sección  Consular","Consular  Section","Sección  Consular","Laura  Daniela  ","Monzón","Jefa  de  Sección  Consular",,"",,"",,"","consulareviet@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EARME,"Sección  Consular","Consular  Section","Seccion","Juan  B.  ","Scartascini  del  Río","Jefe  de  Sección  Consular","00374  (010)  576451","00374  (010)  576452  //  (374)  55001526",00  374  55  00  1526,"","00374  (010)  577151","","consularearme@mrecic.gov.ar","",,"",Lunes,Viernes,09:30:00,13:30:00,"",
EDOMI,"Sección  Consular","Consular  Section","Seccion","Javier  ","Outumuro","Jefe  de  Sección  Consular",,"",,"",,"","consular_edomi@cancilleria.gov.ar","consular_edomi@cancilleria.gov.ar","edomi.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,16:00:00,"Atención  al  público  (trámites  en  gral.)  de  Lunes  a  Viernes  hasta  las  13  hs.  //    //  Atención  exclusiva  a  argentinos  (trámites  RENAPER)  de  Lunes  a  Viernes  de  14  a  16  hs.  //    //  ",
ENZEL,"Sección  Consular","Consular  Section","Seccion","  Agustina  ","Tentoni","Jefa  de  Sección  Consular","00  64  4    472  8333","",(64)21411316,"",,"","enzel@cancilleria.gob.ar","",,"",,,,,"9.30-  13.30  hs",
EKUWA,"Sección  Consular","ekuwa","Seccion","Claudia  Alejandra  ","Zampieri","Embajador","(965)  25213202","00  965  66143232",(965)  66143232,"","(965)    25213202","","ekuwa@cancilleria.gob.ar","",,"",,,,,"08:30  a  14:30",
ERUMA,"Sección  Consular",,"Seccion","  Carlos  María  ","Vallarino","Jefe  de  Sección",,"",,"","(0040-21)  3120116","",,"",,"",,,,,"9  a  14  horas",
EASIR,"Sección  Consular","Sección  Consular","Sección  Consular","Fabiana  Inés  ","López","Cónsul","","",0933884050,"",,"","consular_easir@cancilleria.gob.ar","",,"",Domingo,Jueves,09:00:00,16:00:00,"",
ETUNE,"Sección  Consular","Consular  Section","Seccion","Sebastián  ","Ballina","Jefe  de  Sección","+  (216)  71  964  871","+  (216)  71  964  782",+(216  )  54  572  777  ,"","+  (216)  71  963  006","","secon_etune@cancilleria.gob.ar","",,"",,,09:00:00,18:00:00,"",
EEEUU,"Sección  Consular","Consular  Section","Sección  Consular","Georgina  ","Fernández  Destefano","Jefe  de  Sección  Consular","00  1  202  238  6460","",,"","00  1  202  238  6471","","consular@embassyofargentina.us","","https://eeeuu.cancilleria.gob.ar/en/consular-procedures","",,,,,"08:00  a  13:00  hs.",
EIRLA,"Sección  Consular","Consular  Section","Sección  Consular","Juan  Andrés  ","Taccetti","Jefe  de  Sección  Consular","353  1  269  1546","",353  87  980  5098,"",,"","secon_eirla@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EGREC,"Sección  Consular","Consular  Section","Sección  Consular","Juan  Nicolás  ","Pasamán  Castillo","Jefe  de  Sección  Consular","(30)  210  725  0946","(30-210)  724  4158  //  (30-210)  722  4710  //  (30-210)  722  4753",(30)  694  972  4122,"","(30-210)  722  7568","","egrec@cancilleria.gob.ar","","http://egrec.cancilleria.gov.ar/","",,,,,"9:00  -  15:00",
EQATR,"Sección  Consular","Sección  Consular","Sección  Consular","Juan  Carlos  ","Sassaroli","Jefe  de  Sección  Consular","00  974  4417  3905","",(00974)  5039  8775,"",,"","secon_eqatr@mrecic.gov.ar","",,"",,,,,"",
EVENE,"Sección  Consular","Sección  Consular","Seccion","Verónica  Andrea  ","Limongelli","Jefe  de  Sección  Consular","0058  212  263  0285","0058  212  263  0285",0058  414  238  7145,"",,"","consular_evene@mrecic.gov.ar","","https://evene.cancilleria.gob.ar/es/aranceles-de-tramitaciones-m%C3%A1s-frecuentes","",Lunes,Viernes,08:00:00,12:00:00,"Lunes  a  Viernes  de  8  a  16  -  horario  laboral    //    //  Lunes  a  Viernes  de  8  a  12  -  horario  de  atención  al  público",
EEGIP,"Sección  Consular","Consular  Section","Sección  Consular","José  Alberto  ","Flores  Velasco","Jefa  de  Sección  Consular",,"",,"",,"","consular_eegip@mrecic.gov.ar","",,"",Domingo,Jueves,09:00:00,15:00:00,"",
EFINL,"Sección  Consular","Sección  Consular","Seccion","Nicolás  María  ","Villamil","Jefe  de  Sección  Consular","(00358)  942428702","",,"","(00358)  942428701","","consular_efinl@cancilleria.gob.ar","","finlandia.embajada.gob.ar","",Lunes,Viernes,09:00:00,14:00:00,"",
EHAIT,"Sección  Consular","Todo  el  territorio  de  Haiti","Sección  Consular","César  Alberto  ","Faes","Jefe  de  Sección  Consular","509  2940-67/11/12/13/14","",0050936760359,"",,"","ehait@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"9.00  hs  a  17.00  hs",
EDINA,"Sección  Consular","Consular  Section","Sección  Consular","Mariano","Higa","Jefe  de  Sección  Consular","33158556","",,"","","","edina@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,13:00:00,"",
CNYOR,"Sección  Consular","Consular  Department","Seccion","Tomás  ","Moller  Poulsen","Jefe  de  Sección  Consular","1  212  603  0413","1  212  603  0439  //  1  212  603  0422  //  1  212  603  0415  //  1  212  603  0424",,"","","","informes@cnyor.com","","http://cnyor.mrecic.gov.ar/es/content/trámites","",Lunes,Viernes,09:00:00,14:00:00,"",
ESERB,"Sección  Consular","Consular  Section","Sección  Consular","Javier  Antranik  ","Chalian","Jefe  de  Sección  Consular","381  112623569","",38163377197,"","381  112622630","","eserb@cancilleria.gob.ar","","eserb.cancilleria.gob.ar","",Lunes,Viernes,08:30:00,15:00:00,"09.00  a  15.00  hs",
EANGO,"Sección  Consular","Sección  Consular","Sección  Consular","Carlos  Alberto  ","Martínez","Jefe  de  Sección  Consular",,"",00  244  949  993  947  ,"",,"","sconsular.eango@mrecic.gov.ar","",,"",Lunes,Viernes,08:30:00,13:30:00,"",
ECHES,"Sección  Consular","Consular  Section","Seccion","Laura  Beatriz  ","Fracassa","Jefe  de  Sección","00  420  222  220  398","",,"",,"","eches@cancilleria.gob.ar","",,"",,,,,"09:30  a  16:00  horas",
ETURQ,"Sección  Consular","Consular  Assistance","Seccion","María  Florencia  ","Grimalt","Jefe  de  Sección  Consular","+90  312  446  2061","",+  90  533  548  9718  (Emergencias),"","+90  312  446  2063  ","","consulares_eturq@mrecic.gov.ar","","http://turquia.embajada.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
CCHIC,"Sección  Consular","Consular  Section","Sección  Consular","Nicolás  ","Peralta  Ramos","Jefe  de  Sección  Consular","","",,"","","","cchic@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EPAKI,"Sección  Consular","Consular  Section","Sección  Consular","Camilo  Ernesto  ","Silberkasten","Jefe  de  Sección  Consular","92  518438120","",923078880057,"",,"","consular_epaki@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,14:00:00,"",
CSCRS,"Sección  Consular","Jefe  de  Seccion  Consular","Seccion","María  Cecilia  ","Pérez","Cónsul  Adjunto","(00-  591-  3)  332  4153","",,"","","","cscrs@cancilleria.gob.ar","","https://cscrs.cancilleria.gob.ar/","",Lunes,Viernes,08:00:00,16:00:00,"",
EBELG,"Sección  Consular","Consular  Section","Seccion","Jesica  Daniela  ","Ambrosini","Jefe  de  Sección  Consular","00  32  2  647  1104","00  32  2  626  0481",,"","00  32  2  647  9319","","consulares_ebelg@cancilleria.gob.ar","","www.ebelg.cancilleria.gob.ar","consulares_ebelg@cancilleria.gob.ar  ",Lunes,Viernes,,,"de  09:00  a  14:00  hs.",
EEARB,"Sección  Consular","Sección  Consular","Sección  Consular","Matías","Baeza","Jefe  de  Sección  Consular","","",(+971)  (0)50  611  3274,"","","","consular_eearb@mrecic.gov.ar","info_eearb@mrecic.gov.ar",,"",Domingo,Jueves,08:00:00,15:00:00,"",
CVIGO,"Sección  Consular","Sección  Consular","Sección  Consular","Horacio  Martín  ","Doval","Cónsul  General","34  986  435899","",34  607  663  949,"","34  986439292","","cvigo@cancilleria.gob.ar","","https://cvigo.cancilleria.gob.ar/es/aranceles-de-tramitaciones-m%C3%A1s-frecuentes","",,,,,"",
ESUEC,"Sección  Consular","Consular  Department","Seccion","Felipe  ","Spitale","Jefe  de  Sección  Consular","(0046)  86634882","",(0046)  708735960,"","","","consulares_esuec@mrecic.gov.ar","","https://esuec.cancilleria.gob.ar/es/asistencia-consular-1","",Lunes,Jueves,09:00:00,11:00:00,"Phone  calls  are  answered  from  Monday  to  Friday  from  9:00  to  11:00.",
EPBAJ,"Sección  Consular","Consular  section","Seccion","Juan  Ignacio  ","Aguiar","Jefe  de  Sección","0031  70  3118422        /        0031  70  3118423  ","0031  6  21258738",00  31  621258738,"","","","consular_epbaj@mrecic.gov.ar","",,"",,,,,"09.00  a  17.00  hs.",
CSIDN,"Sección  Consular","Consular  Section","Sección  Consular","Julieta  Natalia  ","Tabares","Consul/esa  Adjunto/a",,"",,"",,"","csidn@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
CFRAN,"Sección  Consular","Consular  Section","Seccion","Marcelo  Alberto  ","Villani","Cónsul  General  Adjunto",,"",,"",,"","cfran@cancilleria.gob.ar","",,"",,,,,"9  a  13  hs",
EMSIA,"Sección  Consular","Consular  Section","Sección  Consular","Matías  Valentín  ","Castellano","Jefe  de  Sección","(+60)  03-2144-1451","",(+60)  012-201-2464,"","(+60)  03-2144-1428","","consular_emsia@mrecic.gov.ar","","https://emsia.cancilleria.gob.ar/es/aranceles-de-tramitaciones-m%C3%A1s-frecuentes","",Lunes,Viernes,09:00:00,17:00:00,"En  caso  de  emergencias, comunicarse  las  24hs.  al  celular  de  Guardia:  (+60)  012-201-2464.  ",
EPNMA,"Sección  Consular","Sección  Consular","Seccion","Josefina  ","Gojenola","Jefa  de  Sección  Consular","507  302-0003","",507  66161112,"","507  302-0004","","consuladopanama@cancilleria.gob.ar","",,"",,,00:00:00,00:00:00,"",
EUNGR,"Sección  Consular","Consular  Section","Sección  Consular","Nicolás  Mariano  ","Brea","Jefe  de  Sección  Consular","+36  1  326  0492","",+36  30  900  9507,"","00  36  1  326  0494","","eungr@mrecic.gov.ar    ","","www.eungr.mrecic.gov.ar","",Lunes,Viernes,10:00:00,15:00:00,"",
CTORO,"SECCION  CONSULAR","Consular  Section","Sección  Consular","Alvaro  ","Madrazo","Jefe  de  Sección  Consular","1  416  955  9075","",,"","1  4169550868","","consular_ctoro@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EISIA,"Sección  Consular","Consular  Section","Seccion","Jorge  Martín  ","Quaranta","Jefe  de  Sección  Consular","+62  21  230  3061","",+62  816  919  121,"","","","consulares_eisia@mrecic.gov.ar","",,"",,,,,"09:00-15:00",
ESURI,"Sección  Consular","Consular  Section","Seccion","Tomás  A.  ","Oyuela  Marcovich","Jefe  de  Sección","+597442659","",+5977184304,"",,"","esuri@cancilleria.gob.ar","",,"",,,,,"8:00  a  13:00  y  de  14:00  a  15:00",
EHOND,"Sección  Consular","Sección  Consular","Seccion","Sebastián  Norberto  ","Kobaru","Jefe  de  Sección","+504  2232-3376","",504  9969-7424,"",,"","consulares_ehond@mrecic.gov.ar","ehond@mrecic.gov.ar","https://ehond.cancilleria.gob.ar/","",,,,,"08:00  a  15:00",
EFRAN,"Sección  Consular","Consular  Section","Seccion","  Pablo  Ignacio  ","Etcheverry","Jefe  de  Sección  Consular","0033144342200","0033601880998",0033601880998,"","0033144342209","","secon_efran@mrecic.gov.ar","",,"",,,,,"09:15  a  14:15  hs  -Celular  de  Guardia:0033601880998",
EIRAN,"Sección  Consular","Consular  Section","Sección  Consular","Corina  Inés  ","Anisko","Jefa  de  Sección  Consular",,"",,"",,"","eiran@mrecic.gob.ar","",,"",,,00:00:00,00:00:00,"",
EGUAT,"Sección  Consular","Consulado","Sección  Consular","Matias  ","Pascuchelli","Jefe  de  Sección","(502)  2464-5900  ext  25  y  26","(52)  2464-5900  ext  25  y  26",+502  5649  3078,"","+502  2367-1091  ","","consular-eguat@mrecic.gov.ar","","https://eguat.cancilleria.gob.ar/","",Lunes,Viernes,08:00:00,13:00:00,"09.00  a  13.00  hs",
CSHAN,"Sección  Consular","Sección  Consular","Seccion","Laura  Antonella  ","Márquez","Jefe  de  Sección  Consular",,"00  86  18017937266  //  00  86  18017937266",(86)15821009332,"",,"","cshan@mrecic.gov.ar","",,"",,,,,"10:00  a  12:00  hs.  y  13:00  a  16:00  hs.",
EJAPO,"Sección  Consular","Consular  Affairs","Seccion","Renato  Iván  Agustín  ","Morales","Jefe  de  Sección  Consular","0081  (0)  3  54207107","0081  (0)  80  13279416  (Emergencia  Consular)",(81)  8013279416,"","0081  (0)  3  54207739","","consulares_ejapo@mrecic.gov.ar","","http:ejapo.mrecic.gov.ar","",,,,,"9:00  a  18:00  hs",
EUCRA,"Sección  Consular","Consular  Section","Sección  Consular","Jorge  Martín  ","Quaranta","Jefe  de  Sección  Consular","+38044  2386922","",,"","","","secon_eucra@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ERICA,"Sección  Consular","Consular  Section","Seccion","Pablo  Alejandro  ","Lloveras","Jefe  de  Sección  Consular","506  2234  6520","",506  87041479,"",,"","consulares_erica@mrecic.gov.ar","",,"",Lunes,Viernes,08:30:00,13:00:00,"Horario  de  Atencion  al  Público.",
CRECI,"Sección  Consular","Sección  Consular","Sección  Consular","Patricio  Alejandro  ","Kingsland","Jefe  de  Sección","55  81  3131-9001","",55  81  99607-6245,"","","","creci@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,14:00:00,"",
EMOZA,"Sección  Consular","Consular  Section","Sección  Consular","María  Agustina  ","Mignone","Jefa  de  Sección  Consular","258  21  421  242","",+258  82  121  7873,"",,"","emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CPABL,"Sección  Consular","Sección  Consular","Sección  Consular","Gustavo  Roque  ","Stefanelli","Jefe  de  Sección  Consular","+55  (11)  3897-9522","",+55  (11)  99604-1561,"","","","cpablconsular@mrecic.gov.ar","cpabl@cancilleria.gob.ar  //  spvisas@mrecic.gov.ar","sanpablo.consulado.gob.ar","",Lunes,Viernes,09:00:00,17:30:00,"Atención  presencial  de  09:00  a  13:00  //    //  Atención  telefónica  de  14:30  a  17:30",
ETAIL,"Sección  Consular","Consular  Section","Sección  Consular","Hernán  Ariel  ","Rinaldi","Jefe  de  Sección  Consular","00  66  2  -  259-0401","",00  66  85-221-9398,"","00  66  2  259-0402","","secon_etail@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ETRIA,"Sección  Consular","Consular  Section  ","Sección  Consular","María  de  la  Paz  ","García  Calvo","Jefa  de  Sección  Consular","(43-1)  5335171","(43-1)5338463  //  (43-1)5338577",,"","(43-1)  5338797","(43-1)  5335651","consular-etria@mrecic.gov.ar","",,"",,,,,"09.00  a  17.00  hs.  Turnos:  09.30  a  13.30  hs",
ESALV,"Sección  Consular  ","SECCIONES  DE  LA  REPRESENTACIÓN  ","Sección  Consular","Diego  Raúl  ","Tames","Jefe  de  Sección  Consular","503  25219406","",503  78626494,"",,"","sconsular.esalv@mrecic.gov.ar  ","esalv@mrecic.gov.ar",,"",Lunes,Viernes,08:00:00,16:00:00,"",
ESUIZ,"Sección  Consular","Consular  Section","Seccion","Miguel  Artin  ","Tchilinguirian","Jefe  de  Sección  Consular","00  41  (31)  356  43  43","",,"",,"","esuiz@cancilleria.gob.ar","",,"",,,,,"9h30  a  13h.",
EAZER,"Sección  Consular","Sección  Consular","Sección  Consular","José  ","Quintana","Jefe  de  Sección  Consular","+994  12  4935942/44/45","",00  994  (51)  3667985  ,"","00  994  (12)  4935943","","eazer@mrecic.gov.ar","","eazer.cancilleria.gob.ar","",Lunes,Viernes,10:00:00,16:00:00,"",
ELBIA,"Sección  Consular",,"Seccion","  Tomás  Ignacio  ","Villalba","Jefe  de  Sección","(216)  71964871","(216)  54572777  //  (216)  54572777  //  (216)  54572777",00216  96  99  00  76,"",,"",,"",,"",,,,,"09.00  a  16.00",
ELBNO,"Sección  Consular","Sección  Consular","Sección  Consular","Nicolás  Daniel  ","Pirrello","Jefe  de  Sección  Consular","(961-  1)    210  806","",,"","","","libano@mrecic.gov.ar","elbno@mrecic.gov.ar",,"",,,,,"",
EMARR,"Sección  Consular","Consular  Section","Sección  Consular","Melina  ","Erkekdjian","Jefe  de  Sección  Consular","","",,"","","","emarr@cancilleria.gov.ar","",,"",Lunes,Viernes,09:00:00,15:00:00,"",
ENICA,"SECCION  CONSULAR","SECCION  CONSULAR","Sección  Consular","Jorge  Francisco  ","Stevens","Jefe  de  Sección","505  2255  0089","",505  8882  9500,"","505  2255  0089","","enica@mrecic.gov.ar","","http://nicaragua.embajada.gob.ar","",Lunes,Viernes,07:30:00,16:30:00,"",
ECUBA,"Sección  Consular","Consular  Assistance","Seccion","María  Florencia  ","Ralli","Jefe  de  Sección  Consular","0053  72042573","",005352868055,"","","","consulares_ecuba@cancilleria.gob.ar","","http://ecuba.mrecic.gov.ar/es/aranceles-de-tramitaciones-m%C3%A1s-frecuentes","",Lunes,Viernes,08:30:00,16:30:00,"08:30  a  16:30  Hs.  (Lunes  a  Viernes)",
CMILA,"Sección  Consular  -  Cónsul  Adjunto  Agustín  Busignani  ","Sección  Consular","Sección  Consular","","","Cónsul  Adjunto","39  0277729401","",,"",,"","cmila@cancilleria.gov.ar","",,"",,,,,"",
CBARC,"Sección  Consular  (Asistencia  al  ciudadano/Visas)","Sección  Asistencia  Consular  /  Argentinos  en  el  exterior","Sección  Consular","Gonzalo  Adrián  ","Danela","Cónsul  Adjunto","34  933041200  (interno  328)","",34696454723,"",,"","tramites_cbarc@cancilleria.gob.ar","",,"",Lunes,Viernes,08:30:00,14:00:00,"",
CMIAM,"Sección  Consular  (Documentación)","Consular  section","Seccion","María  Luz  ","Finochietto","Jefa  de  Sección","+1  305-373-1889","",+1  305-373-1889,"","","","dnipas_cmiam@cancilleria.gov.ar","","miami.consulado.gob.ar","",Lunes,Viernes,08:30:00,13:30:00,"",
CBARC,"Sección  Consular  (Documentación/Asuntos  previsionales)","Sección  Asuntos  Previsionales","Seccion","Mariano  José  ","Quintana","Cónsul  Adjunto","34  93  304  1200","",,"",,"","tramites_cbarc@cancilleria.gob.ar","",,"",,,08:30:00,14:30:00,"",
ECHIN,"Sección  Consular  (Ir  a  Consulados)","Seccion  Consular","Sección  Consular","Juan  Manuel","Ortin","Cónsul  General","6532-3921","86  1065321852",134  3995-0030,"","","","consuladoechin@cancilleria.gob.ar  (TURNOS  VISAS)","","cbeij@cancilleria.gob.ar","",Lunes,Viernes,08:30:00,16:00:00,"",
CMIAM,"Sección  Consular  (Notariales)","Sección  Consular  (Opciones  de  Nacionalidad  y  Poderes)","Sección  Consular","Darío  Javier  ","Helbert","Jefe  de  Sección","+1  305-373-1889","",,"",,"","notariales_cmiam@cancilleria.gov.ar","opciones_cmiam@cancilleria.gov.ar",,"",Lunes,Viernes,08:30:00,16:30:00,"",
CBARC,"Sección  Consular  (Opción  de  Nacionalidad/Notariales/Itinerancias)","Sección  Visas  y  Opción  por  Nacionalidad  ","Seccion","Ezequiel  Alejandro  ","Coppari","Cónsul  Adjunto","0034  (93)  304  1200","",,"",,"","tramites_cbarc@cancilleria.gob.ar","",,"",,,08:30:00,14:00:00,"",
CMIAM,"Sección  Consular  (Trámites  generales)","Sección  Consular  (Trámites  Generales)","Sección  Consular","Matías  Andrés  ","Valverde","Jefe  de  Sección","+1  305-373-1889","",,"",,"","cmiam@mrecic.gov.ar","",,"",Lunes,Viernes,08:30:00,16:30:00,"",
CMIAM,"Sección  Consular  (Visas  y  Asistencia  a  Argentinos)","Consular  section  (Visas)","Sección  Consular","Jimena  Florencia  ","Villanueva","Jefa  de  Sección","+1  305  373  1889  ","",+1  305  373  1889  ,"",,"","visas_cmiam@mrecic.gov.ar","","miami.consulado.gob.ar","",Lunes,Viernes,08:30:00,13:30:00,"",
EPOLO,"Sección  Consular  de  la  Embajada  de  la  República  Argentina  en  la  República  de  Polonia","Sección  Consular  de  la  Embajada  de  la  República  Argentina  en  la  República  de  Polonia","Seccion","  Miguel  Angel  ","Cuña","Jefe  de  Sección  Consular","617  60  28","",506067852,"","617  71  62","","secons.epolo@mrecic.gov.ar","epolo@mrecic.gov.ar",,"",Lunes,Viernes,09:00:00,14:00:00,"Atención  con  cita  previa.  Horario  de  lunes  a  viernes  de  9  a  14  h.",
ENIGE,"Sección  Consular  Embajada  Argentina  en  Nigeria","Consular  Section","Sección  Consular","Pedro  Alberto  ","Alurralde","Jefe  de  Sección  Consular","00  234  (0)  8093664821","",00  234  (0)  8090359451,"",,"","consulares_enige@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"Visas, legalizaciones  y  consultas:  Lunes  a  viernes  de  09:00  a  17:00  hs.  //    //    //    //  Emergencias:  24  horas.",
CMILA,"Sección  Consular:  Cónsul  Adjunto  Lara  Fazzolari","Sección  consular:  Cónsul  Adjunto  Lara  Susana  Fazzolari, Cónsul  Adjunto  Julián  Pérez","Sección  Consular","Lara  Susana  ","Fazzolari","Cónsul  Adjunto","39  02  77729429","39  02  77729421  //  39  02  77729429",00  39  3440444063,"","00  39  02  77729444","","cmila@mrecic.gov.ar","","www.cmila.mrecic.gov.ar","",,,,,"",
EANGO,"Sección  Cooperación","Sección  Cooperación","Seccion","Secretario  Pablo  Ignacio","Cattaneo","Jefe  de  Sección","","",,"","","","eango@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ECUBA,"Sección  Cooperación","Sección  Cooperación","Seccion","","","Jefe  de  Sección",,"",,"",,"","ecuba@mrecic.gov.ar","",,"",Lunes,Viernes,08:30:00,16:30:00,"",
EBARB,"Sección  Cooperación  Internacional","International  Cooperation  Section","Seccion","Angel  Gustavo  ","Dalmazzo","Jefe  de  Sección",,"",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
EFRAN,"Sección  Cooperación  Internacional","Sección  Cooperación  Internacional","Seccion","Pablo  Alejandro  ","Ciotti","Jefe  de  Sección","0033144052736","",,"",,"","coop_efran@mrecic.gov.ar","",,"",,,,,"09:00  a  13:00  y  14:00  a  17:00  hs",
EALEM,"Sección  Cooperación  Internacional","Section  for  International  Cooperation","Seccion","Martín  ","Castro","Jefe  de  Sección","00  49  (30)  2266  8947","",,"",,"","cooperacion_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"",
ESSED,"Sección  Cultura","Cultural  Section","Seccion","Nancy  Carolina  ","Mamani","Jefa  de  Sección","39  06  686-5303","",,"",,"","essed@mrecic.gov.ar","","http://essed.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EESPA,"Sección  Cultura, Educación  y  Protocolo","Education","Seccion","Francisco  José  ","Mozetic","Jefe  de  Sección","34  917710500  -19","",34  639707564,"",,"","educacion.argenesp@mrecic.gov.ar","cultural.argenesp@mrecic.gov.ar","http://eespa.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"09.00  a  17.00  hs",
CBARC,"Sección  Cultura, Educación  y  Redes  Sociales","Sección  Cultural  y  Educación","Seccion","Erika  ","Imhof","Consul/esa  Adjunto/a","0034  (93)  304  1200  (interno  226)","",,"",,"","cultura_cbarc@cancilleria.gob.ar","educacion_cbarc@cancilleria.gob.ar","https://cbarc.cancilleria.gob.ar/es/content/promoci%C3%B3n-cultural-4","",,,08:30:00,16:30:00,"",
CTORO,"SECCION  CULTURAL","Cultural  Section","Seccion","Rafael  ","Galetto","Jefe  de  Sección  Cultural","1  416  9550512","",,"","1  416  9550868","","cultural_ctoro@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
CSCRS,"Seccion  Cultural","Jefe  de  Seccion  Cultural","Seccion","Irene  Amelia  ","Lafferriere","Consul/esa  General  Adjunto/a","(591  3)  3324153","",,"","","","cscrs@mrecic.gov.ar","","https://cscrs.cancilleria.gob.ar/","",Lunes,Viernes,08:00:00,16:00:00,"",
EMEXI,"Sección  Cultural","Cultural  Department","Seccion","Leandro  Emiliano  ","Repetto","Jefe  de  Sección","00  52  (55)  5520  9430","",,"",,"","cultural_emexi@mrecic.gov.ar","",,"",,,,,"09:00  a  17:00  hrs.",
ECANA,"Sección  Cultural","Cultural  Affairs","Seccion","Martin  ","Presenza","Jefe/a  de  Sección  Cultural","","",,"","","","culturalecana@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CRIOJ,"Sección  Cultural","Sección  Cultural","Seccion","Claudio  Ricardo  ","Gutiérrez","Cónsul  Adjunto","00  55  (21)  3850  -  8150  opción  4  ó  5.","",,"",,"","cultural_crioj@cancilleria.gob.ar","",,"",,,,,"9:30  a  17:30  hs.",
EALEM,"Sección  Cultural","Cultural  Section","Seccion","Martín  ","Castro","Jefe  de  Sección  Cultural","00  49  (30)  2266  8922","",,"",,"","cultural_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EETIO,"Sección  Cultural","Cultural  Affairs","Seccion","Mariana  Yasmin  ","Pardini","Jefe  de  Sección  Cultural, Educativa  y  Turística","+251  11  6672574","",+251  924828795,"","+251116672548","","eetio@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,18:00:00,"",
ENORU,"Sección  Cultural","Cultural  Section","Seccion","Juan  Manuel  ","Galindo  Roldan","Jefe  de  Sección  Cultural","47  23273207","",,"",,"","cultural.enoru@cancilleria.gob.ar","","https://enoru.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,16:00:00,"",
EECUA,"Sección  Cultural","Sección  Cultural","Seccion","Alejandra  Elena  ","Di  Vico","Jefe  de  Sección  Cultural","593  2562292","",,"",,"","culturales-eecua@cancilleria.gov.ar","",,"",Lunes,Viernes,,,"9  A  17  HORAS",
EAUST,"Seccion  Cultural","Cultural  Section","Seccion","Darío  ","Dziewezo  Polski","Jefe  de  Sección",,"",,"",,"","eaust@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EARGE,"Sección  Cultural","Sección  Cultural","Seccion","José  Antonio  ","Viceconte","Jefe  de  Sección  Cultural","+213  (0)  23187435","",+213  (0)  770381010,"","+213  (0)  23187439","","earge@cancilleria.gob.ar","","earge.cancilleria.gob.ar","",Domingo,Jueves,09:00:00,17:00:00,"09.00  a  17.00  horas  -  de  Domingo  a  Jueves",
EISIA,"Sección  Cultural","Cultural  Section","Seccion","María  Jimena  ","Autiero  Simari","Jefa  de  Sección  Cultural",,"",,"","","","culturales_eisia@mrecic.gov.ar","",,"",,,,,"09:00-16:00",
